marketId,marketDisplayName,timestamp,date,supply,supplyInUsd,borrow,borrowInUsd,liquidity,liquidityInUsd,debtRepaid,debtRepaidInUsd,interestAccrued,interestAccruedInUsd,interestRepaid,interestRepaidInUsd,borrowApr,supplyApy,utilizationPercentage,loanOriginationFees,loanOriginationFeesInUsd,loanOriginationFeesMinAda,loanOriginationFeesMinAdaInUsd
USDA,USDA,2025-03-05T00:00:00.000Z,2025-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
USDA,USDA,2025-03-06T00:00:00.000Z,2025-03-06,227.301585,227.30158545454546,0,0,227.301585,227.30158545454546,0,0,0,0,0,0,0.05,0,0,1.24,1.24,2.16362,1.96507324708
USDA,USDA,2025-03-07T00:00:00.000Z,2025-03-07,8584.743918,8584.74391795238,0,0,8584.743918,8584.74391795238,0,0,0,0,0,0,0.05,0,0,0,0,0,0
USDA,USDA,2025-03-08T00:00:00.000Z,2025-03-08,43471.003367,43471.00336604762,1328.6259,1328.6258992380954,42142.377467,42142.37746680952,0,0,0.244258,0.244258,0,0,0.05899088267619047,0.0016881663523809524,0.02972967657746616,31,31,2.16362,1.76403400392
USDA,USDA,2025-03-09T00:00:00.000Z,2025-03-09,51169.751434000005,51169.75143409091,3284.197846,3284.197846090909,47885.553588,47885.553588,0,0,0.657206,0.657206,0,0,0.06983643105454546,0.0036832909318181817,0.06561711220138955,4.04,4.04,2.16362,1.6901766716
USDA,USDA,2025-03-10T00:00:00.000Z,2025-03-10,66048.894065,66048.89406485714,4076.7905,4076.790500142857,61972.103565,61972.103564714285,0,0,0.74366,0.74366,0,0,0.06870732345238095,0.0034118330333333335,0.06191955695627235,7.5017,7.5017,2.16362,1.60426797588
USDA,USDA,2025-03-11T00:00:00.000Z,2025-03-11,48552.552472999996,48552.55247245455,5429.9762709999995,5429.976270136363,43122.576202,43122.57620231818,0,0,1.337104,1.337104,0,0,0.08881685851818182,0.009557423513636363,0.12698603432998237,17.2,17.2,6.49086,4.6319426046
USDA,USDA,2025-03-12T00:00:00.000Z,2025-03-12,34922.291658,34922.29165719048,4944.151358,4944.1513573809525,29978.1403,29978.140299809525,0,0,1.489091,1.489091,0,0,0.09327352890952381,0.010590240380952382,0.14160290579419463,0,0,0,0
USDA,USDA,2025-03-13T00:00:00.000Z,2025-03-13,35089.419368,35089.419367636365,5051.240314,5051.240313909091,30038.179054,30038.179053727272,742.499999,742.499999,1.672988,1.672988,0.120992,0.120992,0.09400446116818181,0.010837662295454546,0.14395346258344255,10.5,10.5,4.32724,3.11606932382
USDA,USDA,2025-03-14T00:00:00.000Z,2025-03-14,35090.851168,35090.851168095236,5145.432475,5145.432475476191,29945.418693,29945.41869261905,0,0,1.677643,1.677643,0,0,0.0948460940047619,0.011170146042857142,0.14663161910718447,9.602068,9.602068,4.32724,3.19962183736
USDA,USDA,2025-03-15T00:00:00.000Z,2025-03-15,35092.287413,35092.28741257143,5741.2693229999995,5741.2693228571425,29351.01809,29351.018089714285,214.339115,214.339115,1.879884,1.8798839999999999,0,0,0.1001505544,0.01310809522857143,0.16360487565196213,2.14339,2.14339,2.16362,1.61962751426
USDA,USDA,2025-03-16T00:00:00.000Z,2025-03-16,35258.480935,35258.48093481818,8375.064205,8375.064204909091,26883.41673,26883.41672990909,0,0,3.396191,3.396191,0,0,0.12367315632272727,0.024037908904545456,0.23748807652308884,63.75,63.75,6.49086,4.63744469026
USDA,USDA,2025-03-17T00:00:00.000Z,2025-03-17,38288.012388999996,38288.01238833333,16867.133137,16867.133136666667,21420.879252,21420.879251666665,1438.765666,1438.765666,9.395075,9.395075,1.908138,1.908138,0.19067181173809525,0.06875554476190476,0.4400117619912661,0,0,0,0
USDA,USDA,2025-03-18T00:00:00.000Z,2025-03-18,46114.147855,46114.14785504762,14242.318881,14242.318880714285,31871.828974,31871.828974333333,0,0,8.879601,8.879601,0,0,0.14982899322380952,0.038819645152380955,0.31810032651643694,0,0,0,0
USDA,USDA,2025-03-19T00:00:00.000Z,2025-03-19,48716.170245,48716.17024463636,14513.40481,14513.404809818183,34202.765435,34202.76543481818,0,0,9.173343,9.173343,0,0,0.14652529071818182,0.03696472897727273,0.307912081451274,4.5,4.5,2.16362,1.5339957619
USDA,USDA,2025-03-20T00:00:00.000Z,2025-03-20,40201.916278000004,40201.91627747619,15637.017884,15637.017883952381,24564.898394,24564.89839352381,0,0,10.615314,10.615314,0,0,0.17316789401428573,0.05393644482380952,0.3889074942488012,14,14,2.16362,1.57530143132
USDA,USDA,2025-03-21T00:00:00.000Z,2025-03-21,41197.958673,41197.95867261905,15807.415821999999,15807.415821952382,25390.542851,25390.54285066667,0,0,11.086603,11.086603,0,0,0.17146575804285713,0.05268525079047619,0.38382947962737235,10.4,10.4,2.16362,1.54565334646
USDA,USDA,2025-03-22T00:00:00.000Z,2025-03-22,53122.753049,53122.75304918182,16405.586874,16405.58687381818,36717.166175,36717.166175363636,0,0,10.675247,10.675247,0,0,0.1531146217,0.04155477833636364,0.32771513912916295,0,0,0,0
USDA,USDA,2025-03-23T00:00:00.000Z,2025-03-23,71189.775696,71189.77569628571,18149.518524000003,18149.51852438095,53040.257172,53040.25717190476,0,0,9.111837,9.111837,0,0,0.12919731202857143,0.026424092123809525,0.2549452011590869,17.5,17.5,6.49086,4.59256688422
USDA,USDA,2025-03-24T00:00:00.000Z,2025-03-24,50095.109003000005,50095.1090025,20310.118682,20310.118681863638,29784.990321,29784.990320636363,0,0,14.506985,14.506985,0,0,0.1841426146,0.06333387083181818,0.42088342622717834,12.8,12.8,2.16362,1.59356238412
USDA,USDA,2025-03-25T00:00:00.000Z,2025-03-25,47998.71798,47998.717979809524,23260.120678,23260.120678142855,24738.597302,24738.59730166667,0,0,16.577922,16.577922,0,0,0.20566121032380952,0.0803335457952381,0.48441245324016546,54.1,54.1,6.49086,4.84899479938
USDA,USDA,2025-03-26T00:00:00.000Z,2025-03-26,57575.682606,57575.682607,26790.301771,26790.30177168182,30785.380835,30785.38083531818,119.372073,119.372073,19.730368,19.730368,1.734791,1.734791,0.20484897153636364,0.08081173472272728,0.4813776851328334,17,17,2.16362,1.57867018766
USDA,USDA,2025-03-27T00:00:00.000Z,2025-03-27,88092.519543,88092.519543,29752.675526,29752.67552642857,58339.844017,58339.84401657143,0,0,16.25355,16.25355,0,0,0.15895888911904762,0.04465279060952381,0.3458467075876958,27,27,6.49086,4.7511256123
USDA,USDA,2025-03-28T00:00:00.000Z,2025-03-28,105345.108478,105345.10847719046,32861.919249,32861.91924838095,72483.189229,72483.18922880951,0,0,17.008048,17.008048,0,0,0.14761983264761905,0.03697799438095238,0.3116376478433244,7.5,7.5,2.16362,1.51778808448
USDA,USDA,2025-03-29T00:00:00.000Z,2025-03-29,105101.650367,105101.650367,38869.777212,38869.77721195238,66231.873155,66231.87315504762,796.3262,796.3262,22.407756,22.407756,0.674311,0.674311,0.16759049382857144,0.05018575884285714,0.37206740746522454,54.08,54.08,10.8181,7.2237213664
USDA,USDA,2025-03-30T00:00:00.000Z,2025-03-30,101320.105381,101320.10538080952,42335.3595,42335.35949995238,58984.745881,58984.74588085714,0,0,25.948167,25.948167,0,0,0.1866182998142857,0.06527430551904762,0.4282046663298658,0,0,0,0
USDA,USDA,2025-03-31T00:00:00.000Z,2025-03-31,129386.96082400001,129386.9608239524,45189.066318000005,45189.06631752381,84197.894506,84197.89450642858,0,0,24.905428,24.905428,0,0,0.1637110183095238,0.04844605767619047,0.3598549282083402,0,0,0,0
USDA,USDA,2025-04-01T00:00:00.000Z,2025-04-01,117006.25841400001,117006.25841404762,46355.698633,46355.69863304762,70650.559781,70650.559781,0,0,20.658099,20.658099,0,0,0.17977837668095237,0.06003963949523809,0.4079145395312634,50.7,50.7,6.49086,4.36422059304
