timestamp,scope,marketId,activeDebtLoanCount,distinctActiveDebtObservedKeyCount
2026-07-20T22:46:05.020Z,market,IAG,7,7
2026-07-20T22:46:05.020Z,market,IUSD,56,47
2026-07-20T22:46:05.020Z,market,MIN,38,34
2026-07-20T22:46:05.020Z,market,NIGHT,13,12
2026-07-20T22:46:05.020Z,market,SHEN,9,8
2026-07-20T22:46:05.020Z,market,SNEK,12,12
2026-07-20T22:46:05.020Z,market,USDA,56,43
2026-07-20T22:46:05.020Z,market,USDC,32,23
2026-07-20T22:46:05.020Z,market,USDCx,98,75
2026-07-20T22:46:05.020Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,19,14
2026-07-20T22:46:05.020Z,market,USDM,45,37
2026-07-20T22:46:05.020Z,market,USDT,24,15
2026-07-20T22:46:05.020Z,market,WMT,0,0
2026-07-20T22:46:05.020Z,protocol,,614,437
2026-07-20T23:07:45.156Z,market,Ada,86,60
2026-07-20T23:07:45.156Z,market,BTC,15,12
2026-07-20T23:07:45.156Z,market,COPI,2,2
2026-07-20T23:07:45.156Z,market,DAI,2,2
2026-07-20T23:07:45.156Z,market,DJED,91,81
2026-07-20T23:07:45.156Z,market,ERG,4,4
2026-07-20T23:07:45.156Z,market,ETH,6,6
2026-07-20T23:07:45.156Z,market,IAG,7,7
2026-07-20T23:07:45.156Z,market,IUSD,54,45
2026-07-20T23:07:45.156Z,market,MIN,38,34
2026-07-20T23:07:45.156Z,market,NIGHT,13,12
2026-07-20T23:07:45.156Z,market,SHEN,9,8
2026-07-20T23:07:45.156Z,market,SNEK,12,12
2026-07-20T23:07:45.156Z,market,USDA,56,43
2026-07-20T23:07:45.156Z,market,USDC,33,24
2026-07-20T23:07:45.156Z,market,USDCx,98,75
2026-07-20T23:07:45.156Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,19,14
2026-07-20T23:07:45.156Z,market,USDM,45,37
2026-07-20T23:07:45.156Z,market,USDT,24,15
2026-07-20T23:07:45.156Z,market,WMT,0,0
2026-07-20T23:07:45.156Z,protocol,,614,437
2026-07-21T06:02:33.195Z,market,Ada,86,60
2026-07-21T06:02:33.195Z,market,BTC,15,12
2026-07-21T06:02:33.195Z,market,COPI,2,2
2026-07-21T06:02:33.195Z,market,DAI,2,2
2026-07-21T06:02:33.195Z,market,DJED,90,80
2026-07-21T06:02:33.195Z,market,ERG,4,4
2026-07-21T06:02:33.195Z,market,ETH,6,6
2026-07-21T06:02:33.195Z,market,IAG,7,7
2026-07-21T06:02:33.195Z,market,IUSD,54,45
2026-07-21T06:02:33.195Z,market,MIN,38,34
2026-07-21T06:02:33.195Z,market,NIGHT,13,12
2026-07-21T06:02:33.195Z,market,SHEN,9,8
2026-07-21T06:02:33.195Z,market,SNEK,12,12
2026-07-21T06:02:33.195Z,market,USDA,56,43
2026-07-21T06:02:33.195Z,market,USDC,34,25
2026-07-21T06:02:33.195Z,market,USDCx,99,75
2026-07-21T06:02:33.195Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,19,14
2026-07-21T06:02:33.195Z,market,USDM,45,37
2026-07-21T06:02:33.195Z,market,USDT,24,15
2026-07-21T06:02:33.195Z,market,WMT,0,0
2026-07-21T06:02:33.195Z,protocol,,615,439
2026-07-21T09:06:11.893Z,market,Ada,85,60
2026-07-21T09:06:11.893Z,market,BTC,15,12
2026-07-21T09:06:11.893Z,market,COPI,2,2
2026-07-21T09:06:11.893Z,market,DAI,2,2
2026-07-21T09:06:11.893Z,market,DJED,90,80
2026-07-21T09:06:11.893Z,market,ERG,4,4
2026-07-21T09:06:11.893Z,market,ETH,6,6
2026-07-21T09:06:11.893Z,market,IAG,7,7
2026-07-21T09:06:11.893Z,market,IUSD,54,45
2026-07-21T09:06:11.893Z,market,MIN,38,34
2026-07-21T09:06:11.893Z,market,NIGHT,13,12
2026-07-21T09:06:11.893Z,market,SHEN,9,8
2026-07-21T09:06:11.893Z,market,SNEK,12,12
2026-07-21T09:06:11.893Z,market,USDA,56,43
2026-07-21T09:06:11.893Z,market,USDC,34,25
2026-07-21T09:06:11.893Z,market,USDCx,98,74
2026-07-21T09:06:11.893Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,18,13
2026-07-21T09:06:11.893Z,market,USDM,45,37
2026-07-21T09:06:11.893Z,market,USDT,24,15
2026-07-21T09:06:11.893Z,market,WMT,0,0
2026-07-21T09:06:11.893Z,protocol,,612,437
2026-07-21T10:38:43.382Z,market,Ada,85,60
2026-07-21T10:38:43.382Z,market,BTC,15,12
2026-07-21T10:38:43.382Z,market,COPI,2,2
2026-07-21T10:38:43.382Z,market,DAI,2,2
2026-07-21T10:38:43.382Z,market,DJED,90,80
2026-07-21T10:38:43.382Z,market,ERG,4,4
2026-07-21T10:38:43.382Z,market,ETH,6,6
2026-07-21T10:38:43.382Z,market,IAG,7,7
2026-07-21T10:38:43.382Z,market,IUSD,54,45
2026-07-21T10:38:43.382Z,market,MIN,38,34
2026-07-21T10:38:43.382Z,market,NIGHT,13,12
2026-07-21T10:38:43.382Z,market,SHEN,9,8
2026-07-21T10:38:43.382Z,market,SNEK,12,12
2026-07-21T10:38:43.382Z,market,USDA,56,43
2026-07-21T10:38:43.382Z,market,USDC,34,25
2026-07-21T10:38:43.382Z,market,USDCx,98,74
2026-07-21T10:38:43.382Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,18,13
2026-07-21T10:38:43.382Z,market,USDM,45,37
2026-07-21T10:38:43.382Z,market,USDT,24,15
2026-07-21T10:38:43.382Z,market,WMT,0,0
2026-07-21T10:38:43.382Z,protocol,,612,437
2026-07-21T12:40:42.531Z,market,Ada,85,60
2026-07-21T12:40:42.531Z,market,BTC,15,12
2026-07-21T12:40:42.531Z,market,COPI,2,2
2026-07-21T12:40:42.531Z,market,DAI,2,2
2026-07-21T12:40:42.531Z,market,DJED,90,80
2026-07-21T12:40:42.531Z,market,ERG,4,4
2026-07-21T12:40:42.531Z,market,ETH,6,6
2026-07-21T12:40:42.531Z,market,IAG,7,7
2026-07-21T12:40:42.531Z,market,IUSD,54,45
2026-07-21T12:40:42.531Z,market,MIN,36,32
2026-07-21T12:40:42.531Z,market,NIGHT,13,12
2026-07-21T12:40:42.531Z,market,SHEN,9,8
2026-07-21T12:40:42.531Z,market,SNEK,12,12
2026-07-21T12:40:42.531Z,market,USDA,56,43
2026-07-21T12:40:42.531Z,market,USDC,37,26
2026-07-21T12:40:42.531Z,market,USDCx,98,74
2026-07-21T12:40:42.531Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,17,12
2026-07-21T12:40:42.531Z,market,USDM,45,37
2026-07-21T12:40:42.531Z,market,USDT,24,15
2026-07-21T12:40:42.531Z,market,WMT,0,0
2026-07-21T12:40:42.531Z,protocol,,612,436
2026-07-21T14:28:50.858Z,market,Ada,85,60
2026-07-21T14:28:50.858Z,market,BTC,15,12
2026-07-21T14:28:50.858Z,market,COPI,2,2
2026-07-21T14:28:50.858Z,market,DAI,2,2
2026-07-21T14:28:50.858Z,market,DJED,90,80
2026-07-21T14:28:50.858Z,market,ERG,4,4
2026-07-21T14:28:50.858Z,market,ETH,6,6
2026-07-21T14:28:50.858Z,market,IAG,7,7
2026-07-21T14:28:50.858Z,market,IUSD,54,45
2026-07-21T14:28:50.858Z,market,MIN,36,32
2026-07-21T14:28:50.858Z,market,NIGHT,13,12
2026-07-21T14:28:50.858Z,market,SHEN,9,8
2026-07-21T14:28:50.858Z,market,SNEK,12,12
2026-07-21T14:28:50.858Z,market,USDA,56,43
2026-07-21T14:28:50.858Z,market,USDC,37,26
2026-07-21T14:28:50.858Z,market,USDCx,99,75
2026-07-21T14:28:50.858Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,17,12
2026-07-21T14:28:50.858Z,market,USDM,45,37
2026-07-21T14:28:50.858Z,market,USDT,24,15
2026-07-21T14:28:50.858Z,market,WMT,0,0
2026-07-21T14:28:50.858Z,protocol,,613,437
2026-07-21T15:57:18.705Z,market,Ada,85,60
2026-07-21T15:57:18.705Z,market,BTC,15,12
2026-07-21T15:57:18.705Z,market,COPI,2,2
2026-07-21T15:57:18.705Z,market,DAI,2,2
2026-07-21T15:57:18.705Z,market,DJED,90,80
2026-07-21T15:57:18.705Z,market,ERG,4,4
2026-07-21T15:57:18.705Z,market,ETH,6,6
2026-07-21T15:57:18.705Z,market,IAG,7,7
2026-07-21T15:57:18.705Z,market,IUSD,54,45
2026-07-21T15:57:18.705Z,market,MIN,36,32
2026-07-21T15:57:18.705Z,market,NIGHT,13,12
2026-07-21T15:57:18.705Z,market,SHEN,9,8
2026-07-21T15:57:18.705Z,market,SNEK,12,12
2026-07-21T15:57:18.705Z,market,USDA,56,43
2026-07-21T15:57:18.705Z,market,USDC,38,27
2026-07-21T15:57:18.705Z,market,USDCx,99,75
2026-07-21T15:57:18.705Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,17,12
2026-07-21T15:57:18.705Z,market,USDM,45,37
2026-07-21T15:57:18.705Z,market,USDT,24,15
2026-07-21T15:57:18.705Z,market,WMT,0,0
2026-07-21T15:57:18.705Z,protocol,,614,437
2026-07-21T18:07:34.036Z,market,Ada,85,60
2026-07-21T18:07:34.036Z,market,BTC,15,12
2026-07-21T18:07:34.036Z,market,COPI,2,2
2026-07-21T18:07:34.036Z,market,DAI,2,2
2026-07-21T18:07:34.036Z,market,DJED,90,80
2026-07-21T18:07:34.036Z,market,ERG,4,4
2026-07-21T18:07:34.036Z,market,ETH,6,6
2026-07-21T18:07:34.036Z,market,IAG,7,7
2026-07-21T18:07:34.036Z,market,IUSD,54,45
2026-07-21T18:07:34.036Z,market,MIN,36,32
2026-07-21T18:07:34.036Z,market,NIGHT,13,12
2026-07-21T18:07:34.036Z,market,SHEN,9,8
2026-07-21T18:07:34.036Z,market,SNEK,12,12
2026-07-21T18:07:34.036Z,market,USDA,56,43
2026-07-21T18:07:34.036Z,market,USDC,38,27
2026-07-21T18:07:34.036Z,market,USDCx,99,75
