timestamp,scope,marketId,marketBorrowNative,loanDebtNative,loanAdjustedDebtNative,minInterestFloorNative,marketBorrowInUsd,loanDebtInUsd,loanAdjustedDebtInUsd,minInterestFloorInUsd,adjustedDifferenceInUsd,adjustedCoveragePercent,classification
2026-07-17T18:06:26.398Z,market,NIGHT,0,0,0,0,0,17902.21322860386,17902.21322860386,0,17902.21322860386,,overcoverage
2026-07-17T18:06:26.398Z,market,SHEN,0,0,0,0,0,2302.9606763434317,2302.9606763434317,0,2302.9606763434317,,overcoverage
2026-07-17T18:06:26.398Z,market,SNEK,0,0,0,0,0,16335.7530567,16335.7530567,0,16335.7530567,,overcoverage
2026-07-17T18:06:26.398Z,market,USDA,0,0,0,0,0,626665.0104329998,626665.0104329998,0,626665.0104329998,,overcoverage
2026-07-17T18:06:26.398Z,market,USDC,0,0,0,0,0,428815.86173371,428815.86173371,0,428815.86173371,,overcoverage
2026-07-17T18:06:26.398Z,market,USDCx,0,0,0,0,0,725557.2098020002,725557.2098020002,0,725557.2098020002,,overcoverage
2026-07-17T18:06:26.398Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,0,0,0,0,0,78050.7037577506,78050.7037577506,0,78050.7037577506,,overcoverage
2026-07-17T18:06:26.398Z,market,USDM,0,0,0,0,0,158281.544565,158281.544565,0,158281.544565,,overcoverage
2026-07-17T18:06:26.398Z,market,USDT,0,0,0,0,0,353336.69414888,353336.69414888,0,353336.69414888,,overcoverage
2026-07-17T18:06:26.398Z,protocol,,0,0,0,0,0,4093083.8652275163,4093083.8652275163,0,4093083.8652275163,,overcoverage
2026-07-18T08:46:41.233Z,market,Ada,0,0,0,0,0,592520.3907380119,592520.3907380119,0,592520.3907380119,,overcoverage
2026-07-18T08:46:41.233Z,market,BTC,0,0,0,0,0,31025.25645372,31025.25645372,0,31025.25645372,,overcoverage
2026-07-18T08:46:41.233Z,market,COPI,0,0,0,0,0,0.01715341432871773,0.01715341432871773,0,0.01715341432871773,,reconciled
2026-07-18T08:46:41.233Z,market,DAI,0,0,0,0,0,14.629891,14.629891,0,14.629891,,overcoverage
2026-07-18T08:46:41.233Z,market,DJED,0,0,0,0,0,922049.1422074547,922049.1422074547,0,922049.1422074547,,overcoverage
