schemaVersion,endpoint,historyStartDate,historyEndDate,generatedAt,latestRawCapture,dataFolderName
4,https://v2.api.liqwid.finance/graphql,2020-01-01,2026-08-05,2026-08-05T05:35:27.309Z,raw/api/fetches/20260805T053527309Z,liqwid-data.zip
