timestamp,txHash,baseRate,utilMultiplier,utilMultiplierJump,kink,supplyCap,borrowCap,incomeRatioSum,incomeRatioSuppliers,incomeRatioDividends,incomeRatioTreasury,baseBorrowerAPR,baseSupplierAPY,optimalBorrowerAPR,optimalSupplierAPY,maxBorrowerAPR,maxSupplierAPY
2026-08-11T15:12:24.000Z,438b76a3e0684abbbb053468959969f1196873ca6289a94023d85119fcf14cb8,0.000002487364,0.000003952145,0.000149013428,0.9,,0.95,20,19,0,0,0.03999999336547798,0,0.09999556463597065,0.08549620776375491,0.24098201689384544,0.2174862702466955
