timestamp,txHash,baseRate,utilMultiplier,utilMultiplierJump,kink,supplyCap,borrowCap,incomeRatioSum,incomeRatioSuppliers,incomeRatioDividends,incomeRatioTreasury,baseBorrowerAPR,baseSupplierAPY,optimalBorrowerAPR,optimalSupplierAPY,maxBorrowerAPR,maxSupplierAPY
2023-11-13T16:53:20.000Z,06c078ffacb48a76f9bb2cf07469e9d806a70e0eccf6351f0bd448ef5cf520c0,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,188887086,0.25,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.12039060260324935,0.024078120520649872
2023-12-08T17:01:00.000Z,1d3bde7e48d68de963869c7987d83de3cb545a33bdf3e11badee1a757afe6da5,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,188887086,0.25,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.12039060260324935,0.024078120520649872
2024-02-08T14:04:13.000Z,a24bbba0987e07eb5c6c4c3ad5ea26dfc27529968fbddc13f8059882d6f9eab6,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,188887086,0.25,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.12039060260324935,0.024078120520649872
2024-04-03T09:21:17.000Z,9e0a8124a67d27eaadbd3b0c9377a0d6d343efdc3b0e5e3aa0848c64b52df652,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,188887086,0.25,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.12039060260324935,0.024078120520649872
2024-04-03T09:59:15.000Z,a6bf34b63b1f46ffb3964a39966ae6073c1c495c588c7aadc5eb22bb75d565c8,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,188887086,0.25,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.12039060260324935,0.024078120520649872
2024-04-03T10:13:42.000Z,0dc6aef003e5567deb0b52bbde343db5e7321a67e0ed9a84caa59e22b24090a2,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,188887086,0.25,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.12039060260324935,0.024078120520649872
2024-07-09T12:14:42.000Z,1e97b3769f62e0482b9f146f868f0dba02cb653df323a0b153d4c58810429901,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,188887086,0.25,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.12039060260324935,0.024078120520649872
2024-07-10T13:38:00.000Z,dd69370c5046e4a6fd880681cd81e4e3871544e54f5593dd5d4af625727b1b64,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,188887086,0.25,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.12039060260324935,0.024078120520649872
2024-09-02T13:38:06.000Z,dd810c87d821ec512883101377674de96d2ff04d97e0191246a4183e721b9306,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,75000000,0.25,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.12039060260324935,0.024078120520649872
2024-09-24T15:22:49.000Z,95de0645d73eb171bf9f43a8658786789df1c09d7b96bedf8c508937f8bde3eb,0,0.0000021817265503,0.0003363899573385,0.8,75000000,0.9,10,8,1,1,0,0,0.027903352338831153,0.017858145496851937,0.7530743350036423,0.5422135212026225
2024-10-10T20:44:25.000Z,09ae83dd86425a4d0010f47856605681bf8373af7c5086d154fef63885993e19,0,0.0000021817265503,0.0003363899573385,0.8,75000000,0.9,10,8,1,1,0,0,0.027903352338831153,0.017858145496851937,0.7530743350036423,0.5422135212026225
