timestamp,txHash,baseRate,utilMultiplier,utilMultiplierJump,kink,supplyCap,borrowCap,incomeRatioSum,incomeRatioSuppliers,incomeRatioDividends,incomeRatioTreasury,baseBorrowerAPR,baseSupplierAPY,optimalBorrowerAPR,optimalSupplierAPY,maxBorrowerAPR,maxSupplierAPY
2023-10-17T16:20:11.000Z,6e8dab3ab0d52a00f848ec209ec6fd37504afa4076d1bbfc5abccf85d061d9da,0.00000125587517318948,0.00001415177132479961,0.0001234164272720939,0.65,,,10,8,1,0,0.01999999999985783,0,0.17921163905332102,0.09319005230772694,1.5194264423819661,1.215541153905573
2023-11-07T16:21:43.000Z,ce45821bad84583d9a06e348d8e7036a8d8ea7c5f1bf725a10e06c7fc19b0d3a,0.00000125587517318948,0.00001415177132479961,0.0001234164272720939,0.65,,0.8,10,8,1,0,0.01999999999985783,0,0.17921163905332102,0.09319005230772694,0.6326682790063057,0.4049076985640357
2023-11-14T14:26:50.000Z,8eb5a8bb3cf0a07a25d9f68b1c91a0be7c25643028454986723e69f69ff3e7cb,0.00000125587517318948,0.00001415177132479961,0.0001234164272720939,0.65,,0.8,10,8,1,0,0.01999999999985783,0,0.17921163905332102,0.09319005230772694,0.6326682790063057,0.4049076985640357
2023-12-21T16:23:03.000Z,1db82efb19a6b85b2053c9479687df13ad5c562e0a615af92ff70d76c09da1c7,0.00000125587517318948,0.00001415177132479961,0.0001234164272720939,0.65,,0.8,10,8,1,1,0.01999999999985783,0,0.17921163905332102,0.09319005230772694,0.6326682790063057,0.4049076985640357
2024-01-11T20:46:17.000Z,e01e4941a27c63c4e5ee186b76dcaf7a209e16058b0d1a67aea0ec51fed82e11,0.00000125587517318948,0.00001415177132479961,0.0001234164272720939,0.65,,0.8,10,8,1,1,0.01999999999985783,0,0.17921163905332102,0.09319005230772694,0.6326682790063057,0.4049076985640357
2024-01-25T15:55:26.000Z,ee18eb99be73130184669f4c91b0b4212f33fa1627c94d8aed61a7d4d33e3db0,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,,0.8,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.8051306348029129,0.5152836062738643
2024-02-12T15:46:30.000Z,997425921efaf20869060a8f2f5743fd2a3d512e27b5a4dfb4163d3ec9998f46,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,,0.8,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.8051306348029129,0.5152836062738643
2024-04-03T09:21:17.000Z,9e0a8124a67d27eaadbd3b0c9377a0d6d343efdc3b0e5e3aa0848c64b52df652,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,,0.8,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.8051306348029129,0.5152836062738643
2024-04-03T09:53:08.000Z,ca743cb8268da1e8407510246c95f62c3b3361340a757a512d8efbe3c2e21863,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,,0.8,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.8051306348029129,0.5152836062738643
2024-04-03T10:13:42.000Z,0dc6aef003e5567deb0b52bbde343db5e7321a67e0ed9a84caa59e22b24090a2,0.000001874608697827185,0.00002133915693969257,0.0001234164272720939,0.65,,0.8,10,8,1,1,0.030000000000215698,0,0.28180105452174964,0.1465365483513098,0.8051306348029129,0.5152836062738643
